User ID,Subscription Type,Monthly Revenue (USD),Join Date,Last Payment Date,Device
547,Basic,10,05/09/22,27-06-23,Tablet
548,Standard,12,05/09/22,27-06-23,Smartphone
549,Standard,10,05/09/22,27-06-23,Smartphone
550,Basic,11,06/09/22,27-06-23,Tablet
551,Premium,13,03/09/22,28-06-23,Laptop
552,Basic,13,29-08-22,27-06-23,Tablet
553,Standard,14,27-08-22,28-06-23,Smart TV
554,Premium,12,29-08-22,29-06-23,Smartphone
555,Basic,11,13-09-22,28-06-23,Smartphone
556,Premium,14,24-09-22,27-06-23,Smartphone
557,Basic,15,05/10/22,29-06-23,Smartphone
558,Standard,14,18-10-22,30-06-23,Smart TV
559,Standard,13,19-10-22,28-06-23,Tablet
560,Basic,15,14-10-22,29-06-23,Laptop
561,Premium,14,30-09-22,28-06-23,Laptop
562,Basic,14,19-09-22,30-06-23,Laptop
563,Standard,10,24-09-22,29-06-23,Tablet
564,Premium,14,28-09-22,29-06-23,Smartphone
565,Basic,12,29-09-22,27-06-23,Laptop
566,Premium,11,11/10/22,01/07/23,Tablet
567,Basic,14,08/11/22,29-06-23,Smart TV
568,Standard,11,16-11-22,28-06-23,Laptop
569,Standard,10,17-11-22,26-06-23,Laptop
570,Basic,10,20-11-22,30-06-23,Laptop
571,Premium,13,21-11-22,29-06-23,Smart TV
572,Basic,12,21-11-22,30-06-23,Tablet
573,Standard,12,18-11-22,27-06-23,Smart TV
574,Premium,14,26-10-22,29-06-23,Smartphone
575,Basic,13,25-10-22,28-06-23,Smart TV
576,Premium,15,26-10-22,30-06-23,Tablet
577,Basic,15,23-10-22,26-06-23,Laptop
578,Standard,13,23-10-22,28-06-23,Laptop
579,Standard,12,16-10-22,28-06-23,Tablet
580,Basic,14,09/08/22,29-06-23,Tablet
581,Premium,10,02/08/22,29-06-23,Laptop
582,Basic,12,16-07-22,28-06-23,Laptop
583,Standard,15,17-07-22,28-06-23,Tablet
584,Premium,14,14-07-22,28-06-23,Smart TV
585,Basic,14,16-07-22,29-06-23,Laptop
586,Premium,15,06/08/22,29-06-23,Laptop
587,Basic,14,07/08/22,28-06-23,Smart TV
588,Standard,11,07/08/22,27-06-23,Smartphone
589,Standard,15,04/08/22,29-06-23,Laptop
590,Basic,15,29-07-22,29-06-23,Laptop
591,Premium,14,19-06-22,28-06-23,Smart TV
592,Basic,15,09/06/22,29-06-23,Smartphone
593,Standard,11,06/06/22,29-06-23,Smartphone
594,Premium,12,06/06/22,30-06-23,Smart TV
595,Basic,10,11/06/22,28-06-23,Laptop
596,Basic,14,18-06-22,28-06-23,Smart TV
597,Basic,13,27-06-22,28-06-23,Laptop
598,Standard,12,05/07/22,29-06-23,Tablet
599,Premium,15,06/07/22,27-06-23,Smart TV
600,Basic,14,16-06-22,29-06-23,Smart TV
601,Basic,14,05/06/22,30-06-23,Smart TV
602,Premium,14,05/06/22,29-06-23,Smartphone
603,Standard,15,06/06/22,27-06-23,Tablet
604,Standard,15,07/06/22,28-06-23,Smartphone
605,Basic,15,10/06/22,29-06-23,Tablet
606,Premium,14,13-06-22,29-06-23,Tablet
607,Standard,14,14-06-22,27-06-23,Smart TV
608,Basic,12,22-06-22,28-06-23,Smart TV
609,Standard,14,03/07/22,29-06-23,Smartphone
610,Premium,13,05/07/22,29-06-23,Tablet
611,Basic,15,11/07/22,28-06-23,Smartphone
612,Premium,11,17-07-22,27-06-23,Smart TV
613,Standard,12,27-07-22,28-06-23,Laptop
614,Basic,15,14-08-22,28-06-23,Smartphone
615,Standard,13,15-08-22,27-06-23,Smart TV
616,Premium,14,02/09/22,27-06-23,Laptop
617,Basic,11,05/09/22,28-06-23,Smartphone
618,Standard,10,06/09/22,28-06-23,Smart TV
619,Premium,11,06/09/22,29-06-23,Smartphone
620,Basic,11,05/09/22,27-06-23,Smartphone
621,Premium,14,06/09/22,29-06-23,Smart TV
622,Basic,12,29-08-22,28-06-23,Smartphone
623,Standard,13,30-08-22,28-06-23,Smart TV
624,Standard,10,02/09/22,30-06-23,Smartphone
625,Basic,15,20-09-22,28-06-23,Tablet
626,Premium,10,23-09-22,30-06-23,Laptop
627,Basic,11,29-09-22,29-06-23,Smart TV
628,Standard,10,09/10/22,01/07/23,Smartphone
629,Premium,11,12/10/22,29-06-23,Tablet
630,Basic,15,06/10/22,30-06-23,Smart TV
631,Premium,14,21-09-22,28-06-23,Smartphone
632,Basic,13,23-09-22,01/07/23,Smartphone
633,Standard,12,28-09-22,29-06-23,Smartphone
634,Standard,12,29-09-22,29-06-23,Smart TV
635,Basic,13,03/10/22,27-06-23,Laptop
636,Premium,10,28-10-22,01/07/23,Smart TV
637,Basic,12,14-11-22,29-06-23,Tablet
638,Standard,11,16-11-22,01/07/23,Tablet
639,Premium,10,17-11-22,28-06-23,Laptop
640,Basic,13,20-11-22,30-06-23,Laptop
641,Premium,12,21-11-22,29-06-23,Tablet
642,Basic,11,19-11-22,01/07/23,Laptop
643,Standard,11,28-10-22,27-06-23,Smartphone
644,Standard,15,27-10-22,29-06-23,Laptop
645,Basic,13,27-10-22,29-06-23,Laptop
646,Premium,10,27-10-22,30-06-23,Laptop
647,Basic,15,25-10-22,28-06-23,Smart TV
648,Standard,10,17-10-22,28-06-23,Smartphone
649,Premium,14,20-08-22,29-06-23,Smartphone
650,Basic,15,16-08-22,29-06-23,Smart TV
651,Premium,13,15-08-22,29-06-23,Tablet
652,Basic,14,15-08-22,29-06-23,Smartphone
653,Standard,11,29-07-22,29-06-23,Smartphone
654,Standard,12,17-07-22,28-06-23,Smartphone
655,Basic,11,26-07-22,29-06-23,Tablet
656,Premium,14,31-07-22,29-06-23,Laptop
657,Basic,14,03/08/22,29-06-23,Smart TV
658,Standard,13,04/08/22,29-06-23,Smart TV
659,Premium,13,03/08/22,29-06-23,Laptop
660,Basic,12,27-06-22,29-06-23,Smart TV
661,Premium,14,27-06-22,28-06-23,Laptop
662,Basic,15,15-06-22,29-06-23,Tablet
663,Standard,11,13-06-22,29-06-23,Tablet
664,Standard,11,12/06/22,30-06-23,Smart TV
665,Basic,10,18-06-22,28-06-23,Smartphone
666,Premium,15,26-06-22,29-06-23,Tablet
667,Basic,11,30-06-22,30-06-23,Smartphone
668,Standard,13,03/07/22,30-06-23,Smart TV
669,Premium,13,19-06-22,28-06-23,Tablet
670,Basic,10,08/06/22,29-06-23,Smart TV
671,Basic,10,08/06/22,30-06-23,Tablet
672,Basic,14,09/06/22,30-06-23,Tablet
673,Standard,15,09/06/22,27-06-23,Smartphone
674,Premium,13,10/06/22,28-06-23,Laptop
675,Basic,11,11/06/22,29-06-23,Tablet
676,Basic,11,13-06-22,29-06-23,Smartphone
677,Premium,13,17-06-22,28-06-23,Smart TV
678,Standard,15,27-06-22,28-06-23,Smart TV
679,Standard,11,05/07/22,29-06-23,Laptop
680,Basic,15,07/07/22,29-06-23,Laptop
681,Premium,11,16-07-22,28-06-23,Laptop
682,Standard,11,23-07-22,27-06-23,Tablet
683,Basic,13,03/08/22,29-06-23,Smartphone
684,Standard,10,11/08/22,29-06-23,Smartphone
685,Premium,12,15-08-22,30-06-23,Smartphone
686,Basic,14,18-08-22,28-06-23,Tablet
687,Premium,13,26-08-22,29-06-23,Tablet
688,Standard,10,03/09/22,28-06-23,Smartphone
689,Basic,15,04/09/22,29-06-23,Smart TV
690,Standard,15,05/09/22,30-06-23,Laptop
691,Premium,11,01/09/22,29-06-23,Laptop
692,Basic,15,31-08-22,30-06-23,Tablet
693,Standard,14,01/09/22,29-06-23,Tablet
694,Premium,14,17-09-22,01/07/23,Smart TV
695,Basic,13,21-09-22,28-06-23,Laptop
696,Premium,15,29-09-22,01/07/23,Tablet
697,Basic,12,06/10/22,29-06-23,Smart TV
698,Standard,10,12/10/22,02/07/23,Laptop
699,Standard,13,07/10/22,30-06-23,Smartphone
700,Basic,12,04/10/22,30-06-23,Laptop
701,Premium,11,24-09-22,28-06-23,Smart TV
702,Basic,14,25-09-22,01/07/23,Smartphone
703,Standard,14,27-09-22,30-06-23,Laptop
704,Premium,13,30-09-22,01/07/23,Tablet
705,Basic,13,04/10/22,28-06-23,Laptop
706,Premium,12,24-10-22,01/07/23,Smartphone
707,Basic,12,28-10-22,30-06-23,Smart TV
708,Standard,13,02/11/22,01/07/23,Laptop
709,Standard,12,07/11/22,28-06-23,Smart TV
710,Basic,10,10/11/22,30-06-23,Smart TV
711,Premium,14,15-11-22,29-06-23,Laptop
712,Basic,13,08/11/22,01/07/23,Tablet
713,Standard,10,01/11/22,27-06-23,Laptop
714,Premium,15,30-10-22,29-06-23,Tablet
715,Basic,12,28-10-22,29-06-23,Laptop
716,Premium,10,26-10-22,30-06-23,Laptop
717,Basic,15,18-10-22,29-06-23,Tablet
718,Standard,14,30-09-22,30-06-23,Tablet
719,Standard,10,03/09/22,29-06-23,Tablet
720,Basic,10,23-08-22,29-06-23,Tablet
721,Premium,10,16-08-22,29-06-23,Tablet
722,Basic,13,11/08/22,30-06-23,Smartphone
723,Standard,10,01/08/22,30-06-23,Smartphone
724,Premium,14,01/08/22,29-06-23,Laptop
725,Basic,12,01/08/22,29-06-23,Tablet
726,Premium,14,02/08/22,30-06-23,Laptop
727,Basic,11,04/08/22,29-06-23,Laptop
728,Standard,14,04/08/22,29-06-23,Laptop
729,Standard,15,07/07/22,30-06-23,Smartphone
730,Basic,12,27-06-22,30-06-23,Smartphone
731,Premium,13,19-06-22,29-06-23,Tablet
732,Basic,12,19-06-22,29-06-23,Tablet
733,Standard,10,18-06-22,29-06-23,Laptop
734,Premium,14,19-06-22,30-06-23,Tablet
735,Basic,14,24-06-22,28-06-23,Laptop
736,Premium,11,30-06-22,30-06-23,Smartphone
737,Basic,15,02/07/22,30-06-23,Tablet
738,Standard,14,26-06-22,01/07/23,Smartphone
739,Standard,13,21-06-22,28-06-23,Smartphone
740,Basic,14,16-06-22,29-06-23,Tablet
741,Premium,14,09/06/22,30-06-23,Smart TV
742,Basic,13,10/06/22,30-06-23,Smartphone
743,Standard,15,10/06/22,28-06-23,Laptop
744,Premium,13,11/06/22,29-06-23,Tablet
745,Basic,11,12/06/22,30-06-23,Laptop
746,Basic,15,15-06-22,30-06-23,Smartphone
747,Basic,11,25-06-22,29-06-23,Smart TV
748,Standard,13,30-06-22,28-06-23,Smart TV
749,Premium,12,06/07/22,30-06-23,Smart TV
750,Basic,13,09/07/22,29-06-23,Smart TV
751,Basic,14,18-07-22,29-06-23,Laptop
752,Premium,10,24-07-22,28-06-23,Smartphone
753,Standard,12,27-07-22,30-06-23,Smartphone
754,Standard,11,10/08/22,29-06-23,Laptop
755,Basic,13,16-08-22,30-06-23,Tablet
756,Premium,14,23-08-22,29-06-23,Smartphone
757,Standard,11,03/09/22,30-06-23,Laptop
758,Basic,12,04/09/22,29-06-23,Laptop
759,Standard,14,05/09/22,29-06-23,Smart TV
760,Premium,13,04/09/22,01/07/23,Smartphone
761,Basic,11,31-08-22,29-06-23,Smart TV
762,Premium,10,01/09/22,02/07/23,Laptop
763,Standard,10,15-09-22,29-06-23,Laptop
764,Basic,15,18-09-22,03/07/23,Smart TV
765,Standard,11,28-09-22,29-06-23,Smart TV
766,Premium,13,30-09-22,01/07/23,Smartphone
767,Basic,15,07/10/22,29-06-23,Laptop
768,Standard,10,08/10/22,02/07/23,Laptop
769,Premium,14,08/10/22,30-06-23,Smart TV
770,Basic,11,03/10/22,01/07/23,Laptop
771,Premium,14,04/10/22,28-06-23,Tablet
772,Basic,12,02/10/22,01/07/23,Laptop
773,Standard,13,01/10/22,30-06-23,Smart TV
774,Standard,15,03/10/22,02/07/23,Smartphone
775,Basic,11,20-10-22,28-06-23,Tablet
776,Premium,11,21-10-22,01/07/23,Laptop
777,Basic,11,28-10-22,30-06-23,Smartphone
778,Standard,13,03/11/22,01/07/23,Tablet
779,Premium,10,07/11/22,28-06-23,Smart TV
780,Basic,15,12/11/22,30-06-23,Laptop
781,Premium,14,13-11-22,29-06-23,Smartphone
782,Basic,13,02/11/22,01/07/23,Laptop
783,Standard,13,01/11/22,29-06-23,Laptop
784,Standard,14,31-10-22,30-06-23,Laptop
785,Basic,12,28-10-22,29-06-23,Laptop
786,Premium,13,24-10-22,30-06-23,Smart TV
787,Basic,12,03/10/22,29-06-23,Laptop
788,Standard,12,13-09-22,30-06-23,Tablet
789,Premium,11,02/09/22,30-06-23,Smartphone
790,Basic,14,30-08-22,30-06-23,Smartphone
791,Premium,15,25-08-22,30-06-23,Smartphone
792,Basic,12,11/08/22,30-06-23,Smart TV
793,Standard,11,05/08/22,30-06-23,Smartphone
794,Standard,12,02/08/22,30-06-23,Smart TV
795,Basic,11,03/08/22,01/07/23,Smartphone
796,Premium,12,04/08/22,01/07/23,Smart TV
797,Basic,10,05/08/22,30-06-23,Tablet
798,Standard,15,12/07/22,30-06-23,Laptop
799,Premium,10,02/07/22,30-06-23,Tablet
800,Basic,12,26-06-22,30-06-23,Smartphone
801,Premium,10,22-06-22,29-06-23,Smartphone
802,Basic,13,22-06-22,30-06-23,Smartphone
803,Standard,14,19-06-22,01/07/23,Smart TV
804,Standard,14,22-06-22,02/07/23,Smartphone
805,Basic,15,27-06-22,28-06-23,Laptop
806,Premium,15,01/07/22,30-06-23,Laptop
807,Basic,11,28-06-22,30-06-23,Tablet
808,Standard,13,25-06-22,01/07/23,Smart TV
809,Premium,10,22-06-22,28-06-23,Smartphone
810,Basic,13,09/06/22,29-06-23,Smartphone
811,Premium,13,10/06/22,30-06-23,Laptop
812,Basic,15,11/06/22,01/07/23,Laptop
813,Standard,10,11/06/22,28-06-23,Smartphone
814,Standard,10,12/06/22,29-06-23,Smartphone
815,Basic,15,13-06-22,30-06-23,Smartphone
816,Premium,15,18-06-22,30-06-23,Smart TV
817,Basic,15,29-06-22,30-06-23,Tablet
818,Standard,13,30-06-22,28-06-23,Tablet
819,Premium,14,01/07/22,01/07/23,Laptop
820,Basic,11,07/07/22,30-06-23,Tablet
821,Basic,12,13-07-22,29-06-23,Laptop
822,Basic,11,24-07-22,29-06-23,Laptop
823,Standard,15,29-07-22,30-06-23,Smartphone
824,Premium,13,31-07-22,30-06-23,Smartphone
825,Basic,12,09/08/22,30-06-23,Laptop
826,Basic,11,18-08-22,01/07/23,Smart TV
827,Premium,15,20-08-22,30-06-23,Smartphone
828,Standard,15,30-08-22,30-06-23,Smart TV
829,Standard,10,01/09/22,29-06-23,Tablet
830,Basic,13,02/09/22,03/07/23,Smartphone
831,Premium,10,02/09/22,29-06-23,Smartphone
832,Standard,14,15-09-22,02/07/23,Tablet
833,Basic,13,17-09-22,29-06-23,Smartphone
834,Standard,14,26-09-22,03/07/23,Smart TV
835,Premium,12,27-09-22,29-06-23,Laptop
836,Basic,15,04/10/22,01/07/23,Laptop
837,Premium,12,06/10/22,29-06-23,Smart TV
838,Standard,11,07/10/22,02/07/23,Smartphone
839,Basic,13,06/10/22,30-06-23,Laptop
840,Standard,15,07/10/22,03/07/23,Smartphone
841,Premium,13,06/10/22,29-06-23,Smartphone
842,Basic,14,06/10/22,02/07/23,Laptop
843,Standard,13,04/10/22,01/07/23,Smartphone
844,Premium,10,14-10-22,02/07/23,Smart TV
845,Basic,12,19-10-22,29-06-23,Smartphone
846,Premium,12,21-10-22,01/07/23,Laptop
847,Basic,11,28-10-22,30-06-23,Smart TV
848,Standard,11,01/11/22,02/07/23,Tablet
849,Standard,10,12/11/22,29-06-23,Smart TV
850,Basic,13,13-11-22,30-06-23,Smart TV
851,Premium,15,09/11/22,30-06-23,Laptop
852,Basic,12,08/11/22,01/07/23,Laptop
853,Standard,14,06/11/22,30-06-23,Tablet
854,Premium,10,07/11/22,30-06-23,Smart TV
855,Basic,12,02/11/22,01/07/23,Laptop
856,Premium,10,06/10/22,30-06-23,Smart TV
857,Basic,15,16-09-22,30-06-23,Smartphone
858,Standard,14,10/09/22,30-06-23,Laptop
859,Standard,12,04/09/22,30-06-23,Tablet
860,Basic,13,26-08-22,01/07/23,Smart TV
861,Premium,14,14-08-22,01/07/23,Smart TV
862,Basic,14,12/08/22,01/07/23,Smartphone
863,Standard,12,10/08/22,30-06-23,Laptop
864,Premium,11,10/08/22,01/07/23,Tablet
865,Basic,15,04/08/22,01/07/23,Smartphone
866,Premium,10,05/08/22,01/07/23,Smart TV
867,Basic,13,17-07-22,30-06-23,Tablet
868,Standard,12,16-07-22,01/07/23,Tablet
869,Standard,15,13-07-22,01/07/23,Tablet
870,Basic,13,03/07/22,02/07/23,Laptop
871,Premium,11,24-06-22,29-06-23,Tablet
872,Basic,14,21-06-22,01/07/23,Laptop
873,Standard,10,22-06-22,01/07/23,Smart TV
874,Premium,10,23-06-22,02/07/23,Smart TV
875,Basic,14,26-06-22,29-06-23,Smart TV
876,Premium,11,27-06-22,30-06-23,Tablet
877,Basic,13,28-06-22,01/07/23,Smart TV
878,Standard,13,28-06-22,02/07/23,Smartphone
879,Standard,12,18-06-22,29-06-23,Tablet
880,Basic,11,11/06/22,30-06-23,Smart TV
881,Premium,11,11/06/22,01/07/23,Smartphone
882,Basic,13,12/06/22,01/07/23,Smart TV
883,Standard,15,13-06-22,29-06-23,Tablet
884,Premium,11,13-06-22,29-06-23,Tablet
885,Basic,11,18-06-22,02/07/23,Tablet
886,Premium,15,23-06-22,30-06-23,Smart TV
887,Basic,12,26-06-22,30-06-23,Laptop
888,Standard,13,29-06-22,29-06-23,Laptop
889,Standard,10,02/07/22,01/07/23,Smartphone
890,Basic,10,06/07/22,30-06-23,Smart TV
891,Premium,14,18-07-22,30-06-23,Smart TV
892,Basic,15,29-07-22,30-06-23,Tablet
893,Standard,13,30-07-22,01/07/23,Smart TV
894,Premium,13,03/08/22,01/07/23,Smart TV
895,Basic,10,15-08-22,30-06-23,Smartphone
896,Basic,10,20-08-22,01/07/23,Smartphone
897,Basic,14,21-08-22,30-06-23,Laptop
898,Standard,11,30-08-22,02/07/23,Tablet
899,Premium,15,01/09/22,29-06-23,Laptop
900,Basic,14,02/09/22,03/07/23,Smartphone
901,Basic,12,04/09/22,30-06-23,Smartphone
902,Premium,12,10/09/22,02/07/23,Tablet
903,Standard,11,25-09-22,29-06-23,Laptop
904,Standard,12,27-09-22,03/07/23,Tablet
905,Basic,13,01/10/22,30-06-23,Laptop
906,Premium,13,06/10/22,02/07/23,Smart TV
907,Standard,15,07/10/22,30-06-23,Laptop
908,Basic,13,08/10/22,03/07/23,Smart TV
909,Standard,14,08/10/22,01/07/23,Tablet
910,Premium,10,08/10/22,03/07/23,Smart TV
911,Basic,13,08/10/22,29-06-23,Smart TV
912,Premium,15,08/10/22,02/07/23,Tablet
913,Standard,15,10/10/22,01/07/23,Laptop
914,Basic,12,19-10-22,02/07/23,Smart TV
915,Standard,15,20-10-22,29-06-23,Laptop
916,Premium,12,26-10-22,01/07/23,Smartphone
917,Basic,14,29-10-22,30-06-23,Tablet
918,Standard,10,31-10-22,02/07/23,Smart TV
919,Premium,15,11/11/22,29-06-23,Smartphone
920,Basic,14,09/11/22,01/07/23,Tablet
921,Premium,14,09/11/22,01/07/23,Smart TV
922,Basic,13,07/11/22,01/07/23,Tablet
923,Standard,13,08/11/22,30-06-23,Tablet
924,Standard,14,05/11/22,01/07/23,Smart TV
925,Basic,10,25-10-22,01/07/23,Laptop
926,Premium,13,23-10-22,02/07/23,Laptop
927,Basic,11,20-10-22,02/07/23,Laptop
928,Standard,11,14-10-22,01/07/23,Smartphone
929,Premium,13,29-08-22,30-06-23,Smart TV
930,Basic,10,18-08-22,01/07/23,Laptop
931,Premium,13,13-08-22,02/07/23,Laptop
932,Basic,11,11/08/22,02/07/23,Smart TV
933,Standard,10,11/08/22,01/07/23,Laptop
934,Standard,11,06/08/22,01/07/23,Smartphone
935,Basic,10,07/08/22,02/07/23,Smartphone
936,Premium,15,18-07-22,02/07/23,Tablet
937,Basic,10,17-07-22,30-06-23,Smartphone
938,Standard,14,15-07-22,02/07/23,Smart TV
939,Premium,10,14-07-22,02/07/23,Tablet
940,Basic,12,26-06-22,03/07/23,Smart TV
941,Premium,10,26-06-22,29-06-23,Smart TV
942,Basic,12,22-06-22,01/07/23,Laptop
943,Standard,15,23-06-22,01/07/23,Smart TV
944,Standard,10,24-06-22,02/07/23,Tablet
945,Basic,13,26-06-22,29-06-23,Laptop
946,Premium,14,28-06-22,01/07/23,Laptop
947,Basic,10,29-06-22,02/07/23,Tablet
948,Standard,12,26-06-22,02/07/23,Laptop
949,Premium,14,26-06-22,30-06-23,Tablet
950,Basic,10,20-06-22,30-06-23,Tablet
951,Premium,12,18-06-22,03/07/23,Smartphone
952,Basic,10,16-06-22,01/07/23,Tablet
953,Standard,10,16-06-22,30-06-23,Laptop
954,Standard,13,17-06-22,30-06-23,Smartphone
955,Basic,15,20-06-22,02/07/23,Laptop
956,Premium,10,24-06-22,01/07/23,Smart TV
957,Basic,14,27-06-22,01/07/23,Tablet
958,Standard,10,02/07/22,01/07/23,Laptop
959,Premium,14,04/07/22,02/07/23,Laptop
960,Basic,15,15-07-22,30-06-23,Tablet
961,Premium,15,23-07-22,01/07/23,Laptop
962,Basic,12,29-07-22,01/07/23,Laptop
963,Standard,13,01/08/22,01/07/23,Tablet
964,Standard,13,12/08/22,03/07/23,Smart TV
965,Basic,10,14-08-22,30-06-23,Laptop
966,Premium,12,16-08-22,04/07/23,Laptop
967,Basic,10,26-08-22,30-06-23,Smartphone
968,Standard,13,31-08-22,03/07/23,Tablet
969,Premium,12,02/09/22,30-06-23,Smart TV
970,Basic,15,03/09/22,03/07/23,Tablet
971,Basic,10,05/09/22,01/07/23,Tablet
972,Basic,14,10/09/22,02/07/23,Laptop
973,Standard,12,17-09-22,01/07/23,Smartphone
974,Premium,13,28-09-22,03/07/23,Smartphone
975,Basic,12,02/10/22,30-06-23,Smart TV
976,Basic,15,05/10/22,03/07/23,Laptop
977,Premium,11,07/10/22,30-06-23,Laptop
978,Standard,13,08/10/22,03/07/23,Smart TV
979,Standard,15,08/10/22,01/07/23,Smartphone
980,Basic,11,09/10/22,03/07/23,Smart TV
981,Premium,10,09/10/22,30-06-23,Smart TV
982,Standard,12,10/10/22,02/07/23,Smart TV
983,Basic,11,14-10-22,01/07/23,Smartphone
984,Standard,15,16-10-22,03/07/23,Smart TV
985,Premium,11,21-10-22,29-06-23,Smart TV
986,Basic,15,25-10-22,01/07/23,Laptop
987,Premium,11,30-10-22,01/07/23,Tablet
988,Standard,12,31-10-22,02/07/23,Smartphone
989,Basic,12,08/11/22,01/07/23,Smartphone
990,Standard,15,09/11/22,01/07/23,Smartphone
991,Premium,11,07/11/22,01/07/23,Smart TV
992,Basic,13,08/11/22,03/07/23,Smartphone
993,Standard,14,08/11/22,03/07/23,Laptop
994,Premium,11,31-10-22,02/07/23,Tablet
995,Basic,14,28-10-22,01/07/23,Tablet
996,Premium,15,25-10-22,02/07/23,Tablet
997,Basic,14,18-10-22,02/07/23,Tablet
998,Standard,15,25-09-22,02/07/23,Laptop
999,Standard,10,26-08-22,01/07/23,Tablet
1000,Basic,10,20-08-22,02/07/23,Smartphone
1001,Premium,12,12/08/22,03/07/23,Laptop
1002,Basic,13,12/08/22,03/07/23,Tablet
1003,Standard,13,11/08/22,01/07/23,Smart TV
1004,Premium,14,11/08/22,02/07/23,Smart TV
1005,Basic,12,10/08/22,02/07/23,Laptop
1006,Premium,10,31-07-22,03/07/23,Smart TV
1007,Basic,12,17-07-22,30-06-23,Smart TV
1008,Standard,10,15-07-22,02/07/23,Smartphone
1009,Standard,14,05/07/22,02/07/23,Laptop
1010,Basic,12,01/07/22,03/07/23,Tablet
1011,Premium,15,01/07/22,30-06-23,Smart TV
1012,Basic,15,26-06-22,01/07/23,Smartphone
1013,Standard,12,27-06-22,02/07/23,Smart TV
1014,Premium,10,28-06-22,02/07/23,Smartphone
1015,Basic,12,28-06-22,30-06-23,Laptop
1016,Premium,10,29-06-22,01/07/23,Tablet
1017,Basic,10,26-06-22,02/07/23,Smartphone
1018,Standard,13,26-06-22,02/07/23,Tablet
1019,Standard,14,24-06-22,30-06-23,Tablet
1020,Basic,13,21-06-22,01/07/23,Tablet
1021,Premium,13,22-06-22,03/07/23,Smart TV
1022,Basic,11,18-06-22,02/07/23,Laptop
1023,Standard,10,18-06-22,02/07/23,Laptop
1024,Premium,10,20-06-22,01/07/23,Smartphone
1025,Basic,13,23-06-22,03/07/23,Smartphone
1026,Premium,10,26-06-22,01/07/23,Laptop
1027,Basic,12,02/07/22,01/07/23,Tablet
1028,Standard,12,04/07/22,01/07/23,Tablet
1029,Standard,10,07/07/22,02/07/23,Smartphone
1030,Basic,13,14-07-22,01/07/23,Smartphone
1031,Premium,13,20-07-22,01/07/23,Smart TV
1032,Basic,15,23-07-22,02/07/23,Smartphone
1033,Standard,15,30-07-22,01/07/23,Tablet
1034,Premium,11,12/08/22,03/07/23,Tablet
1035,Basic,14,14-08-22,01/07/23,Smartphone
1036,Premium,14,22-08-22,04/07/23,Smartphone
1037,Basic,10,29-08-22,30-06-23,Tablet
1038,Standard,12,02/09/22,03/07/23,Smartphone
1039,Standard,13,03/09/22,01/07/23,Laptop
1040,Basic,11,04/09/22,04/07/23,Smartphone
1041,Premium,13,06/09/22,01/07/23,Laptop
1042,Basic,14,10/09/22,02/07/23,Tablet
1043,Standard,12,20-09-22,01/07/23,Tablet
1044,Premium,11,26-09-22,03/07/23,Tablet
1045,Basic,13,04/10/22,01/07/23,Tablet
1046,Basic,13,06/10/22,03/07/23,Laptop
1047,Basic,13,07/10/22,01/07/23,Laptop
1048,Standard,15,08/10/22,03/07/23,Tablet
1049,Premium,14,09/10/22,01/07/23,Smartphone
1050,Basic,15,10/10/22,03/07/23,Smart TV
1051,Basic,11,10/10/22,30-06-23,Laptop
1052,Premium,14,14-10-22,02/07/23,Tablet
1053,Standard,13,15-10-22,01/07/23,Smartphone
1054,Standard,12,17-10-22,03/07/23,Tablet
1055,Basic,11,23-10-22,01/07/23,Smartphone
1056,Premium,15,27-10-22,02/07/23,Tablet
1057,Standard,14,29-10-22,02/07/23,Tablet
1058,Basic,15,05/11/22,02/07/23,Smart TV
1059,Standard,15,07/11/22,02/07/23,Tablet
1060,Premium,10,08/11/22,02/07/23,Laptop
1061,Basic,15,09/11/22,01/07/23,Tablet
1062,Premium,10,10/11/22,03/07/23,Laptop
1063,Standard,13,02/11/22,03/07/23,Laptop
1064,Basic,11,31-10-22,02/07/23,Tablet
1065,Standard,15,29-10-22,02/07/23,Smart TV
1066,Premium,12,22-10-22,03/07/23,Laptop
1067,Basic,14,20-10-22,02/07/23,Tablet
1068,Standard,15,21-10-22,04/07/23,Tablet
1069,Premium,13,10/10/22,02/07/23,Smart TV
1070,Basic,15,06/09/22,03/07/23,Tablet
1071,Premium,12,06/09/22,03/07/23,Tablet
1072,Basic,11,13-08-22,03/07/23,Tablet
1073,Standard,11,13-08-22,01/07/23,Smart TV
1074,Standard,12,13-08-22,02/07/23,Smartphone
1075,Basic,11,06/08/22,03/07/23,Smart TV
1076,Premium,15,06/08/22,03/07/23,Laptop
1077,Basic,15,22-07-22,30-06-23,Laptop
1078,Standard,14,17-07-22,02/07/23,Laptop
1079,Premium,12,09/07/22,02/07/23,Tablet
1080,Basic,11,04/07/22,03/07/23,Smartphone
1081,Premium,10,27-06-22,30-06-23,Smartphone
1082,Basic,13,28-06-22,02/07/23,Tablet
1083,Standard,12,28-06-22,02/07/23,Laptop
1084,Standard,10,29-06-22,03/07/23,Smartphone
1085,Basic,10,29-06-22,30-06-23,Smartphone
1086,Premium,15,26-06-22,01/07/23,Tablet
1087,Basic,11,26-06-22,03/07/23,Tablet
1088,Standard,10,26-06-22,02/07/23,Smartphone
1089,Premium,14,24-06-22,30-06-23,Tablet
1090,Basic,14,25-06-22,02/07/23,Smart TV
